0,0,0.313339967170715,0.000111871093955163,0.0111875187908117,8.18844436700772e-05,0,0.313339582616425,-0.000118863693782112,-0.0118870669674198,-0.000139526890041708,-1.5,-0.0783349917926834,-2.79677725423255e-05,-0.00279687983884003,-2.04503081135954e-05
0.01,0.00313339967170715,0.313341085881654,0.00022374628186328,0.0111883376352484,0.000122833798688049,0.00313339582616425,0.313338393979487,-0.00023773436345631,-0.0118884622363202,-0.000209314565680074,-1.50078334991793,-0.0783352714704089,-5.59365709307258e-05,-0.00279708434192116,-3.07309733216243e-05
0.02,0.00626681053052369,0.313343323344473,0.000335629658215764,0.0111895659732353,0.000163794033891662,0.00626677976595912,0.313336016635853,-0.000356618985819512,-0.011890555381977,-0.000279134937386516,-1.50156670263263,-0.0783358308361182,-8.39074143499374e-05,-0.00279739165165438,-4.09006162271908e-05
0.03,0.00940024376396842,0.313346679641055,0.000447525317948116,0.0111912039135742,0.000204769146083805,0.00940013993231765,0.313332450445995,-0.000475524539639283,-0.0118933467313509,-0.000348992279519678,-1.50235006094099,-0.0783366699102617,-0.000111881330866481,-0.00279780065781665,-5.12478948166972e-05
0.04,0.012533710560379,0.313351154894235,0.000559437357083858,0.011193251605035,0.000245760134465201,0.0125334644367776,0.313327695200598,-0.000594458006952792,-0.0118968366541461,-0.000418899082088586,-1.50313342764009,-0.0783377887235703,-0.000139859337444648,-0.00279831313676482,-6.14175377222637e-05
0.05,0.0156672221093213,0.313356749267805,0.000671369873134209,0.0111957092063797,0.000286772439128669,0.0156667413887836,0.313321750620529,-0.000713426373494253,-0.011901025644967,-0.000488869555947957,-1.50391680552733,-0.0783391873169448,-0.000167842468812296,-0.00279892731214204,-7.16759984698001e-05
0.06,0.0188007896019994,0.313363462966537,0.000783326965198006,0.011198576930771,0.00032781238834545,0.0187999588949889,0.313314616356794,-0.000832436629943922,-0.0119059143405265,-0.000558900925540229,-1.5047001974005,-0.0783408657416329,-0.000195831741933716,-0.00279964407212674,-8.19788681383216e-05
0.07,0.0219344242316647,0.313371296236189,0.000895312734505715,0.0112018550546544,0.000368871599931708,0.0219331050585568,0.313306291990494,-0.000951495773349187,-0.0119115033497819,-0.000629024998755057,-1.50548360605792,-0.0783428240590522,-0.000223828182654984,-0.00280046386080812,-9.22151244253655e-05
0.08,0.0250681371940266,0.313380249363534,0.00100733128505226,0.0112055437706537,0.000409963063496832,0.0250661679784617,0.313296777032761,-0.00107061080684701,-0.0119177935997694,-0.000699233282386302,-1.50626703429851,-0.0783450623408788,-0.000251832821263065,-0.00280138601205238,-0.000102473585172902
0.09,0.028201939687662,0.313390322676384,0.0011193867227588,0.0112096434012887,0.000451098824960638,0.0281991357487894,0.313286070924692,-0.0011897887428447,-0.0119247859325933,-0.000769536878664212,-1.50705048492192,-0.0783475806690914,-0.000279846681383589,-0.0028024107479041,-0.000112798659301916
0.1,0.0313358429144258,0.313401516543612,0.00123148315677168,0.0112141543895383,0.00049227222298498,0.0313319964580363,0.313274173037264,-0.00130903660217063,-0.0119324813013799,-0.000839943448127656,-1.50783396072861,-0.0783503791359053,-0.00030787078886263,-0.00280353873449712,-0.00012303491558896
0.11,0.0344698580798619,0.31341383137518,0.00134362470066707,0.0112190771117682,0.000533461441687422,0.0344647381884089,0.313261082671242,-0.00142836141518443,-0.0119408807358612,-0.000910506392504118,-1.50861746451997,-0.0783534578437939,-0.000335906176207601,-0.00280476908365301,-0.000133382194178466
0.12,0.0376039963936137,0.313427267622186,0.00145581547178475,0.011224411726185,0.000574736869207726,0.0375973490151213,0.31324679905709,-0.00154777022254304,-0.0119499857997862,-0.000981145664713523,-1.5094009990984,-0.078356816905556,-0.000363953867044131,-0.0028061029055948,-0.00014370726830748
0.13,0.0407382690698356,0.313441825776904,0.0015680595890466,0.0112301590948771,0.000616021011978773,0.0407298170056922,0.313231321354865,-0.00166727008054091,-0.0119597972564334,-0.00105197450750438,-1.51018456726746,-0.0783604564442264,-0.000392014896100079,-0.00280753997827787,-0.000153987933515509
0.14,0.0438726873276046,0.313457506372795,0.00168036117999537,0.0112363193049969,0.000657381205027008,0.0438621302192409,0.313214648654059,-0.00178686805310524,-0.0119703170015084,-0.00112292464216068,-1.5109681718319,-0.0783643765931874,-0.000420090295882858,-0.00280907985761303,-0.000164313007644523
0.15,0.0470072623913326,0.313474309984595,0.00179272437304534,0.0112428931170472,0.000698790247888326,0.0469942767057815,0.313196779973528,-0.00190657122312032,-0.01198154624793,-0.00119404630627429,-1.51175181559783,-0.0783685774961462,-0.000448181094458988,-0.00281072298768947,-0.000174749104076
0.16,0.0501420054911785,0.313492237228325,0.00190515330421581,0.0112498810195261,0.000740249528341508,0.0501262445055168,0.313177714261297,-0.00202638668559962,-0.0119934867109928,-0.001265341997847,-1.51253550137279,-0.0783730593070908,-0.000476288324335883,-0.00281247047873023,-0.000185029769284029
0.17,0.0532769278634618,0.313511288761367,0.00201765211441107,0.0112572835148095,0.000781801789973002,0.0532580216481297,0.313157450394441,-0.00214632155270955,-0.0120061401309712,-0.00133679656233454,-1.51331923196587,-0.0783778221903342,-0.000504413029123185,-0.00281432077642307,-0.000195488070175998
0.18,0.0564120407510755,0.313531465282511,0.00213022494955917,0.0112651015327092,0.000823376700154199,0.0563895961520742,0.313135987178914,-0.00226638295401926,-0.0120195080965946,-0.0014084727273378,-1.51410301018777,-0.0783828663206254,-0.000532556236887416,-0.00281627565712483,-0.000205768735384027
0.19,0.0595473554039006,0.313552767532007,0.00224287596488626,0.0112733352997108,0.000865028215724095,0.0595209560238633,0.313113323349374,-0.00238657803498521,-0.012033592823868,-0.00148036372049631,-1.51488683885098,-0.0783881918829943,-0.000560718993458664,-0.00281833334447867,-0.000216338058578458
0.2,0.0626828830792206,0.313575196291656,0.00235560931788337,0.011281985581868,0.000906795472044308,0.062652089257357,0.313089457569024,-0.00250691396322389,-0.0120483964610729,-0.00155240265087286,-1.51567072076981,-0.0783937990729289,-0.000588902326903451,-0.00282049672506446,-0.000226685337167964
0.21,0.0658186350421372,0.313598752384835,0.00246842917370205,0.0112910535365884,0.000948606471151692,0.0657829838330473,0.313064388429392,-0.00262739792783462,-0.0120639204875816,-0.00162471563980304,-1.51645465876053,-0.0783996880961979,-0.000617107294154096,-0.00282276357843614,-0.000237077024678456
0.22,0.0689546225659855,0.313623436676572,0.00258133970906793,0.0113005396013,0.000990457715843718,0.0689136277173412,0.313038114450113,-0.00274803713271043,-0.0120801676439797,-0.00169728814336523,-1.5172386556415,-0.0784058591691394,-0.000645334929938457,-0.00282513434868292,-0.000247690756793872
0.23,0.0720908569327513,0.313649250073662,0.00269434510508093,0.0113104441784584,0.00103250047400749,0.0720440088618423,0.313010634078786,-0.00286883880915023,-0.0120971405254133,-0.00177001191481452,-1.51802271423319,-0.0784123125184388,-0.000673586273425286,-0.00282761125625086,-0.000258126853225349
0.24,0.0752273494334879,0.313676193524713,0.00280744954686551,0.0113207691831985,0.00107450298658662,0.0751741152026302,0.312981945690695,-0.00298981021440436,-0.0121148406445615,-0.00184309928430437,-1.51880683735837,-0.0784190483811731,-0.000701862385987795,-0.00283019252478312,-0.000268585154117318
