__time,/fmu/in/actuator_motors/control[0],/fmu/in/actuator_motors/control[10],/fmu/in/actuator_motors/control[11],/fmu/in/actuator_motors/control[1],/fmu/in/actuator_motors/control[2],/fmu/in/actuator_motors/control[3],/fmu/in/actuator_motors/control[4],/fmu/in/actuator_motors/control[5],/fmu/in/actuator_motors/control[6],/fmu/in/actuator_motors/control[7],/fmu/in/actuator_motors/control[8],/fmu/in/actuator_motors/control[9],/fmu/in/actuator_motors/reversible_flags,/fmu/in/actuator_motors/timestamp,/fmu/in/actuator_motors/timestamp_sample,/fmu/in/actuator_servos/control[0],/fmu/in/actuator_servos/control[1],/fmu/in/actuator_servos/control[2],/fmu/in/actuator_servos/control[3],/fmu/in/actuator_servos/control[4],/fmu/in/actuator_servos/control[5],/fmu/in/actuator_servos/control[6],/fmu/in/actuator_servos/control[7],/fmu/in/actuator_servos/timestamp,/fmu/in/actuator_servos/timestamp_sample,/fmu/out/vehicle_attitude/delta_q_reset[0],/fmu/out/vehicle_attitude/delta_q_reset[1],/fmu/out/vehicle_attitude/delta_q_reset[2],/fmu/out/vehicle_attitude/delta_q_reset[3],/fmu/out/vehicle_attitude/q[0],/fmu/out/vehicle_attitude/q[1],/fmu/out/vehicle_attitude/q[2],/fmu/out/vehicle_attitude/q[3],/fmu/out/vehicle_attitude/quat_reset_counter,/fmu/out/vehicle_attitude/timestamp,/fmu/out/vehicle_attitude/timestamp_sample
1745491941.036031,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.966961145,0.152899206,0.047926448,0.198270231,10.000000000,1745491941035298.000000000,1745491941035125.000000000
1745491941.036197,0.041096125,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941036143.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.036264,,,,,,,,,,,,,,,,-0.020410538,-0.203916311,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941036071.000000000,0.000000000,,,,,,,,,,,
1745491941.046033,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.966111541,0.157580718,0.049941193,0.198249370,10.000000000,1745491941045301.000000000,1745491941045127.000000000
1745491941.046360,0.040809274,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941046244.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.046402,,,,,,,,,,,,,,,,-0.021660056,-0.210372210,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941046138.000000000,0.000000000,,,,,,,,,,,
1745491941.055946,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.965183437,0.162447780,0.052064802,0.198295012,10.000000000,1745491941055305.000000000,1745491941055130.000000000
1745491941.056288,0.040518343,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941056151.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.056301,,,,,,,,,,,,,,,,-0.022973588,-0.217101038,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941056046.000000000,0.000000000,,,,,,,,,,,
1745491941.066012,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.964183509,0.167597130,0.054319534,0.198269755,10.000000000,1745491941065309.000000000,1745491941065133.000000000
1745491941.066382,0.040223360,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941066266.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.066411,,,,,,,,,,,,,,,,-0.024381569,-0.224229679,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941066120.000000000,0.000000000,,,,,,,,,,,
1745491941.075971,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.963088930,0.173240513,0.056658439,0.198084280,10.000000000,1745491941075309.000000000,1745491941075135.000000000
1745491941.076215,,,,,,,,,,,,,,,,-0.025791295,-0.232012913,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941076052.000000000,0.000000000,,,,,,,,,,,
1745491941.076251,0.039924357,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941076134.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.086035,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.961909115,0.179187447,0.058930479,0.197863638,10.000000000,1745491941085315.000000000,1745491941085138.000000000
1745491941.086319,0.039621361,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941086233.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.086360,,,,,,,,,,,,,,,,-0.027040387,-0.240172684,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941086113.000000000,0.000000000,,,,,,,,,,,
1745491941.096074,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.960729539,0.184998140,0.060965639,0.197630137,10.000000000,1745491941095364.000000000,1745491941095141.000000000
1745491941.096338,,,,,,,,,,,,,,,,-0.028033426,-0.248105198,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941096141.000000000,0.000000000,,,,,,,,,,,
1745491941.096363,0.039314400,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941096270.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.105888,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.959523082,0.190632522,0.062750347,0.197578102,10.000000000,1745491941105316.000000000,1745491941105143.000000000
1745491941.106120,0.039003510,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941106045.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.106151,,,,,,,,,,,,,,,,-0.028715679,-0.255759865,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941105994.000000000,0.000000000,,,,,,,,,,,
1745491941.116173,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.958265543,0.196221560,0.064151175,0.197760254,10.000000000,1745491941115324.000000000,1745491941115146.000000000
1745491941.116460,0.038688719,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941116287.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.116513,,,,,,,,,,,,,,,,-0.028873010,-0.263266087,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941116172.000000000,0.000000000,,,,,,,,,,,
1745491941.125967,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.957030892,0.201689273,0.065150246,0.197911128,10.000000000,1745491941125322.000000000,1745491941125149.000000000
1745491941.126207,0.038370058,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941126059.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.126264,,,,,,,,,,,,,,,,-0.028573763,-0.270513117,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941125990.000000000,0.000000000,,,,,,,,,,,
1745491941.135919,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.955852032,0.207033932,0.065872937,0.197850317,10.000000000,1745491941135324.000000000,1745491941135151.000000000
1745491941.136048,0.038047563,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941135978.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.136062,,,,,,,,,,,,,,,,-0.028024210,-0.277527988,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941135937.000000000,0.000000000,,,,,,,,,,,
1745491941.146199,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.954548776,0.212739825,0.066711865,0.197807729,10.000000000,1745491941145330.000000000,1745491941145154.000000000
1745491941.146361,0.037721261,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941146288.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.146382,,,,,,,,,,,,,,,,-0.027508177,-0.285045803,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941146201.000000000,0.000000000,,,,,,,,,,,
1745491941.156052,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.953061521,0.219032720,0.067614980,0.197804734,10.000000000,1745491941155331.000000000,1745491941155157.000000000
1745491941.156302,0.037391186,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941156234.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.156319,,,,,,,,,,,,,,,,-0.026893120,-0.293343276,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941156150.000000000,0.000000000,,,,,,,,,,,
1745491941.166145,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.951445699,0.225691199,0.068652011,0.197740912,10.000000000,1745491941165333.000000000,1745491941165160.000000000
1745491941.166337,0.037057374,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941166193.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.166367,,,,,,,,,,,,,,,,-0.026351200,-0.302157789,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941166140.000000000,0.000000000,,,,,,,,,,,
1745491941.175984,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.949714243,0.232559949,0.069869734,0.197679102,10.000000000,1745491941175339.000000000,1745491941175162.000000000
1745491941.176141,,,,,,,,,,,,,,,,-0.025960956,-0.311308354,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941176049.000000000,0.000000000,,,,,,,,,,,
1745491941.176157,0.036719855,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941176101.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.185964,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.947902262,0.239485368,0.071201771,0.197632045,10.000000000,1745491941185365.000000000,1745491941185165.000000000
1745491941.186061,0.036378667,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941186024.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.186069,,,,,,,,,,,,,,,,-0.025678447,-0.320581168,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941185982.000000000,0.000000000,,,,,,,,,,,
1745491941.198048,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.946102321,0.246102855,0.072742581,0.197566003,10.000000000,1745491941195349.000000000,1745491941195168.000000000
1745491941.198221,0.036033835,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941198152.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.198241,,,,,,,,,,,,,,,,-0.025726903,-0.329534858,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941198073.000000000,0.000000000,,,,,,,,,,,
1745491941.205928,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.944299400,0.252413154,0.074575461,0.197547317,10.000000000,1745491941205353.000000000,1745491941205170.000000000
1745491941.206132,,,,,,,,,,,,,,,,-0.026182668,-0.338195771,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941206005.000000000,0.000000000,,,,,,,,,,,
1745491941.206144,0.035685405,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941206068.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.217402,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.942440867,0.258563608,0.076616585,0.197686508,10.000000000,1745491941215346.000000000,1745491941215173.000000000
1745491941.217669,0.035333406,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941217548.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.217698,,,,,,,,,,,,,,,,-0.026863223,-0.346732259,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941217456.000000000,0.000000000,,,,,,,,,,,
1745491941.226428,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.940566838,0.264699429,0.078487478,0.197757900,10.000000000,1745491941225352.000000000,1745491941225176.000000000
1745491941.226708,0.034977872,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941226553.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.226751,,,,,,,,,,,,,,,,-0.027352910,-0.355215847,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941226445.000000000,0.000000000,,,,,,,,,,,
1745491941.236987,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.938638926,0.270936787,0.080254883,0.197761461,10.000000000,1745491941235352.000000000,1745491941235178.000000000
1745491941.237137,0.034618840,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941237076.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.237160,,,,,,,,,,,,,,,,-0.027701065,-0.363815993,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941236993.000000000,0.000000000,,,,,,,,,,,
1745491941.246038,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.936715364,0.277023017,0.081877381,0.197784781,10.000000000,1745491941245413.000000000,1745491941245184.000000000
1745491941.246296,0.034256347,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941246188.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.246314,,,,,,,,,,,,,,,,-0.027899066,-0.372195125,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941246106.000000000,0.000000000,,,,,,,,,,,
1745491941.256994,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.934810638,0.282884687,0.083485924,0.197826698,10.000000000,1745491941255488.000000000,1745491941255183.000000000
1745491941.257174,,,,,,,,,,,,,,,,-0.028124036,-0.380295694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941257029.000000000,0.000000000,,,,,,,,,,,
1745491941.257200,0.033890430,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941257126.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.266128,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.932805777,0.288859129,0.085362621,0.197856382,10.000000000,1745491941265369.000000000,1745491941265186.000000000
1745491941.266384,,,,,,,,,,,,,,,,-0.028624590,-0.388640970,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941266189.000000000,0.000000000,,,,,,,,,,,
1745491941.266412,0.033521123,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941266333.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.275987,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.930698156,0.295055985,0.087389916,0.197752267,10.000000000,1745491941275408.000000000,1745491941275189.000000000
1745491941.276302,,,,,,,,,,,,,,,,-0.029276557,-0.397337884,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941276098.000000000,0.000000000,,,,,,,,,,,
1745491941.276336,0.033148464,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941276195.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.285959,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.928501666,0.301441848,0.089502454,0.197501495,10.000000000,1745491941285375.000000000,1745491941285192.000000000
1745491941.286095,0.032772489,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941286042.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.286105,,,,,,,,,,,,,,,,-0.030018786,-0.406325400,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941285988.000000000,0.000000000,,,,,,,,,,,
1745491941.296013,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.926222742,0.307988793,0.091706865,0.197089136,10.000000000,1745491941295376.000000000,1745491941295194.000000000
1745491941.296235,0.032393236,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941296145.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.296252,,,,,,,,,,,,,,,,-0.030875100,-0.415571332,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941296065.000000000,0.000000000,,,,,,,,,,,
1745491941.306039,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.923865616,0.314627320,0.093968384,0.196601376,10.000000000,1745491941305370.000000000,1745491941305197.000000000
1745491941.306284,0.032010745,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941306195.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.306303,,,,,,,,,,,,,,,,-0.031790715,-0.424978226,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941306092.000000000,0.000000000,,,,,,,,,,,
1745491941.316301,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.921466470,0.321278304,0.096227594,0.196010664,10.000000000,1745491941315372.000000000,1745491941315199.000000000
1745491941.316589,0.031625051,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941316498.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.316633,,,,,,,,,,,,,,,,-0.032732248,-0.434424132,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941316338.000000000,0.000000000,,,,,,,,,,,
1745491941.326019,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.919054449,0.327681839,0.098782867,0.195462480,10.000000000,1745491941325378.000000000,1745491941325202.000000000
1745491941.326230,,,,,,,,,,,,,,,,-0.034059275,-0.443665624,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941326049.000000000,0.000000000,,,,,,,,,,,
1745491941.326280,0.031236198,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941326149.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.336089,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.916560769,0.334140688,0.101488605,0.194850162,10.000000000,1745491941335380.000000000,1745491941335205.000000000
1745491941.336236,,,,,,,,,,,,,,,,-0.035558559,-0.453054607,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941336086.000000000,0.000000000,,,,,,,,,,,
1745491941.336263,0.030844221,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941336197.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.347052,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.914004505,0.340751082,0.104187995,0.193982705,10.000000000,1745491941345382.000000000,1745491941345208.000000000
1745491941.347350,0.030449158,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941347182.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.347373,,,,,,,,,,,,,,,,-0.037108548,-0.462664783,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941347096.000000000,0.000000000,,,,,,,,,,,
1745491941.356986,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.911559820,0.346902758,0.106883556,0.193114370,10.000000000,1745491941355386.000000000,1745491941355210.000000000
1745491941.357259,,,,,,,,,,,,,,,,-0.038779922,-0.471694350,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941357041.000000000,0.000000000,,,,,,,,,,,
1745491941.357279,0.030051051,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941357140.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.366019,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.909304261,0.352406889,0.109420180,0.192360044,10.000000000,1745491941365417.000000000,1745491941365213.000000000
1745491941.366286,0.029649938,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941366177.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.366303,,,,,,,,,,,,,,,,-0.040398013,-0.479839861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941366073.000000000,0.000000000,,,,,,,,,,,
1745491941.376138,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.907231629,0.357363671,0.111648858,0.191720203,10.000000000,1745491941375388.000000000,1745491941375216.000000000
1745491941.376358,,,,,,,,,,,,,,,,-0.041763611,-0.487179190,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941376176.000000000,0.000000000,,,,,,,,,,,
1745491941.376394,0.029245861,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941376287.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.385973,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.905222714,0.362101495,0.113763884,0.191081867,10.000000000,1745491941385433.000000000,1745491941385218.000000000
1745491941.386186,,,,,,,,,,,,,,,,-0.043056369,-0.494207054,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941386031.000000000,0.000000000,,,,,,,,,,,
1745491941.386246,0.028838858,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941386124.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.395942,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.903231800,0.366736233,0.115882806,0.190389439,10.000000000,1745491941395401.000000000,1745491941395221.000000000
1745491941.396049,0.028428972,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941396013.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.396059,,,,,,,,,,,,,,,,-0.044403721,-0.501114547,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941395969.000000000,0.000000000,,,,,,,,,,,
1745491941.406091,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.901301622,0.371138662,0.117886715,0.189774334,10.000000000,1745491941405395.000000000,1745491941405224.000000000
1745491941.406340,0.028016243,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941406200.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.406364,,,,,,,,,,,,,,,,-0.045645125,-0.507691503,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941406096.000000000,0.000000000,,,,,,,,,,,
1745491941.416020,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.899438262,0.375218838,0.119826064,0.189376324,10.000000000,1745491941415401.000000000,1745491941415226.000000000
1745491941.416195,0.027600713,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941416094.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.416225,,,,,,,,,,,,,,,,-0.046793666,-0.513836563,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941416019.000000000,0.000000000,,,,,,,,,,,
1745491941.426073,,,,,,,,,,,,,,,,,,,,,,,,,,0.992614746,-0.000000006,-0.000000002,0.121309713,0.897580087,0.379176676,0.121656202,0.189142331,10.000000000,1745491941425408.000000000,1745491941425229.000000000
1745491941.426339,0.027182423,0.000000000,0.000000000,,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941426262.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,
1745491941.426359,,,,,,,,,,,,,,,,-0.047763046,-0.519800127,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1745491941426142.000000000,0.000000000,,,,,,,,,,,
